obs_mean,obs_var,act_mean,act_var,cumulative_reward,cumulative_cost,reward_mean,reward_var,cost_mean,cost_var,terminal,timeout,trajectory_length
"[ 5.0136089e-01  4.3126634e-01  9.8099718e+00  5.5303729e-01
 -3.3162293e-01  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.2243124e+00 -1.4488189e-02  5.4298751e-03  0.0000000e+00
  9.7107641e-02  6.6801175e-02  6.8152212e-02  8.9707546e-02
  9.7333819e-02  8.2592860e-02  7.1126193e-02  5.9465971e-02
  4.8166864e-02  4.0599398e-02  4.3881882e-02  5.9444804e-02
  8.3115891e-02  1.0270858e-01  1.2055724e-01  1.2812148e-01
  4.3433911e-01  5.2255905e-01  6.2019432e-01  5.4941267e-01
  4.2870212e-01  3.8032967e-01  3.3884117e-01  3.0792785e-01
  3.1400678e-01  3.1260645e-01  2.8065753e-01  2.5871578e-01
  2.7222487e-01  3.2448399e-01  3.3719257e-01  3.5817945e-01
  3.7705217e-02  3.4028523e-02  2.4915084e-02  2.5697516e-02
  2.5640417e-02  2.6417017e-02  3.0864263e-02  4.0508520e-02
  6.6676788e-02  8.1703633e-02  6.2773213e-02  4.2304892e-02
  3.9770577e-02  4.2674217e-02  3.9313912e-02  3.4325212e-02]","[5.5079589e+00 6.2769905e+01 8.1854523e-10 2.7165592e-02 1.8225426e-02
 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.6338406e+00 1.0508957e-01
 1.4467092e-01 0.0000000e+00 3.4190312e-02 2.1316478e-02 2.1646487e-02
 2.9160323e-02 3.6569919e-02 3.3665616e-02 3.8244348e-02 3.1790551e-02
 2.9513530e-02 2.5353203e-02 2.7439540e-02 3.6156788e-02 4.8159573e-02
 5.4593246e-02 5.5363372e-02 5.2801266e-02 6.3758455e-02 3.9986059e-02
 3.2656875e-02 3.8491324e-02 7.4519187e-02 7.2535314e-02 7.0534959e-02
 7.7277116e-02 8.8316932e-02 9.3789868e-02 9.5045991e-02 8.9918979e-02
 8.6451277e-02 8.1927128e-02 7.6400757e-02 7.9774074e-02 5.9994641e-03
 4.8917136e-03 3.5865773e-03 4.2676739e-03 4.6865400e-03 5.6457482e-03
 8.0807647e-03 1.0874469e-02 2.2489656e-02 2.9220177e-02 2.5231851e-02
 1.5773570e-02 1.4127532e-02 1.4718236e-02 1.0926137e-02 7.3949564e-03]",[0.38382813 0.423738  ],[0.25617313 0.29331514],2.874187,95.0,0.002874187,0.0011099381,0.095,0.08597501,False,True,1000
"[ 5.0914222e-01  6.4303488e-01  9.8099718e+00  5.1538897e-01
 -3.3383271e-01  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.3272589e+00 -3.1090332e-02  1.8567846e-03  0.0000000e+00
  1.4729153e-01  1.0081759e-01  7.6245509e-02  9.4092503e-02
  1.1309969e-01  9.8868862e-02  6.7222908e-02  5.0936032e-02
  4.5109790e-02  3.3897940e-02  3.1002114e-02  3.7936885e-02
  4.8801322e-02  5.7142440e-02  1.0389669e-01  1.5897733e-01
  3.3933493e-01  4.3648386e-01  5.0404519e-01  4.1884410e-01
  3.5260019e-01  2.6668566e-01  2.6053727e-01  2.6452747e-01
  2.5164366e-01  2.4099898e-01  2.1846287e-01  2.0411365e-01
  2.1645662e-01  2.3365869e-01  2.5370550e-01  2.8658760e-01
  1.3910882e-01  1.2065401e-01  1.0093983e-01  1.0236168e-01
  9.7262576e-02  8.7470599e-02  7.7407755e-02  6.2555604e-02
  5.1129080e-02  4.9556460e-02  5.4685462e-02  5.2686494e-02
  5.7605080e-02  7.9474375e-02  1.0937182e-01  1.3275114e-01]","[5.7581530e+00 5.9032696e+01 8.1854523e-10 2.5006898e-02 1.1969205e-02
 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.5885067e+00 1.2289873e-01
 1.2613130e-01 0.0000000e+00 5.8971580e-02 3.4959175e-02 2.8907117e-02
 3.5195868e-02 4.7832683e-02 4.5678493e-02 3.4120679e-02 2.8583502e-02
 2.7235173e-02 2.0722060e-02 1.9881310e-02 2.3396101e-02 2.9261125e-02
 2.9708149e-02 5.4469764e-02 7.2253585e-02 9.3295068e-02 9.3029723e-02
 1.1583488e-01 9.2735618e-02 9.7848043e-02 8.8983104e-02 8.3282851e-02
 9.0579435e-02 9.4945423e-02 9.3428105e-02 8.6514920e-02 8.3033592e-02
 8.3557643e-02 9.0091094e-02 9.0928145e-02 9.7725868e-02 5.5489428e-02
 4.8404694e-02 3.9929532e-02 4.2228185e-02 4.2109180e-02 4.1994952e-02
 4.2642593e-02 3.7552632e-02 3.2266222e-02 3.2512367e-02 3.6610302e-02
 3.5275098e-02 3.6020085e-02 4.7250066e-02 5.7365894e-02 6.4439528e-02]",[0.3397745  0.45452452],[0.2673526  0.29252374],3.732331,79.0,0.003732331,0.002118866,0.079,0.072759,False,True,1000
"[ 4.83111888e-01  6.27473474e-01  9.80997181e+00  5.95139980e-01
 -3.36858392e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00
  1.23395407e+00 -2.29501259e-03  1.06295645e-02  0.00000000e+00
  1.61913931e-01  1.23606786e-01  7.14962706e-02  7.49035403e-02
  6.94564581e-02  4.82065305e-02  4.43716682e-02  4.50608395e-02
  5.29017560e-02  5.79975210e-02  5.53847700e-02  5.14499098e-02
  5.09438589e-02  5.21246120e-02  6.68172687e-02  1.19936325e-01
  3.63413572e-01  6.15956843e-01  6.97359622e-01  6.11779034e-01
  4.39740747e-01  3.39539528e-01  3.02985072e-01  2.69318700e-01
  2.41130263e-01  2.31196359e-01  2.33319372e-01  2.34849885e-01
  2.50013411e-01  2.76508868e-01  2.98466593e-01  2.98344046e-01
  9.08341482e-02  8.65463689e-02  9.90088657e-02  1.03041336e-01
  7.20095262e-02  4.86756936e-02  4.98496257e-02  5.47534041e-02
  6.07874319e-02  5.66218011e-02  4.66412194e-02  4.15455960e-02
  4.38151136e-02  5.19738756e-02  7.53755420e-02  9.51634571e-02]","[5.32763147e+00 6.51139450e+01 8.18545232e-10 4.43601310e-02
 1.55180814e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.66649675e+00 1.24031626e-01 1.25850186e-01 0.00000000e+00
 5.88870756e-02 3.67746018e-02 2.04686932e-02 2.87172478e-02
 2.93222461e-02 2.00900193e-02 2.13067774e-02 2.18583830e-02
 2.69181784e-02 3.07791438e-02 2.96537373e-02 2.71362904e-02
 2.71840598e-02 2.54904293e-02 3.02159209e-02 5.53152077e-02
 7.45956227e-02 3.69329602e-02 3.30774747e-02 6.19644895e-02
 7.32809603e-02 7.79456273e-02 8.45382512e-02 9.39610898e-02
 9.39457864e-02 9.51573849e-02 9.70921591e-02 9.66871902e-02
 9.79362279e-02 1.04812711e-01 1.00141019e-01 8.02112520e-02
 3.53578925e-02 3.19996960e-02 3.01735681e-02 4.45491336e-02
 2.29013246e-02 1.58464257e-02 1.99056771e-02 2.34531257e-02
 3.01183574e-02 2.73996275e-02 2.45291442e-02 2.20970009e-02
 2.33676545e-02 2.64454521e-02 3.58376913e-02 4.19565700e-02]",[0.38516024 0.42050016],[0.25824162 0.30317828],5.181814,61.0,0.005181814,0.0021328658,0.061,0.05727901,False,True,1000
"[ 4.37499344e-01  4.59012315e-02  9.80997181e+00  5.12509108e-01
 -3.06367040e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00
  1.23743296e+00  8.46731069e-04 -7.96124414e-02  0.00000000e+00
  1.77634746e-01  1.70351371e-01  1.35009125e-01  9.46987271e-02
  7.51708224e-02  5.42889014e-02  4.50567529e-02  4.08275425e-02
  3.15668657e-02  4.24340516e-02  5.03419191e-02  4.18488123e-02
  4.95068058e-02  6.03023730e-02  9.78305861e-02  1.57365680e-01
  3.56015176e-01  4.01469111e-01  3.80590141e-01  3.49870533e-01
  3.72809529e-01  3.90069336e-01  4.03460294e-01  3.88863176e-01
  3.58559042e-01  3.41268599e-01  3.25178832e-01  3.18017542e-01
  3.26692969e-01  3.51254433e-01  3.84630769e-01  3.68029535e-01
  1.13590583e-01  8.52568895e-02  6.04771748e-02  7.45051652e-02
  9.90481302e-02  1.01405635e-01  8.23821425e-02  7.46657401e-02
  8.67040902e-02  7.76368678e-02  6.33842275e-02  6.06133156e-02
  6.78774267e-02  8.73026028e-02  1.06014587e-01  1.18092164e-01]","[5.95262098e+00 6.20825386e+01 8.18545232e-10 3.57414819e-02
 1.29992953e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.54250026e+00 1.19207017e-01 1.24454096e-01 0.00000000e+00
 6.33194074e-02 6.42240569e-02 4.71894108e-02 3.66370231e-02
 3.32451016e-02 2.58995835e-02 2.27944124e-02 2.44233534e-02
 2.01955717e-02 2.74959747e-02 3.55170444e-02 2.56101228e-02
 3.22172493e-02 3.58031504e-02 4.84061614e-02 7.21775368e-02
 6.56168684e-02 8.05175677e-02 7.37287924e-02 6.12622872e-02
 7.12844804e-02 7.60273188e-02 8.67685527e-02 9.34182703e-02
 1.04427971e-01 1.10650010e-01 1.07806548e-01 1.06072433e-01
 1.03686169e-01 9.78476182e-02 8.59815404e-02 6.68408722e-02
 4.48146872e-02 3.15373428e-02 2.13698409e-02 2.66934875e-02
 4.46213782e-02 4.65474129e-02 4.34856638e-02 4.22610044e-02
 4.99254763e-02 4.57046740e-02 3.92772332e-02 3.84397544e-02
 4.12054546e-02 5.05122580e-02 5.47796004e-02 5.71080968e-02]",[0.34342653 0.42881528],[0.28147966 0.28525925],4.678219,74.0,0.0046782186,0.0021256572,0.074,0.068524,False,True,1000
"[ 0.50858206  0.7116859   9.809972    0.657249   -0.36066857  0.
  0.          0.          1.1859957   0.01917505  0.06476089  0.
  0.20866539  0.18724687  0.15205842  0.07822347  0.02803994  0.01740455
  0.01363057  0.01396945  0.01928778  0.01624553  0.0131755   0.01168452
  0.01013419  0.0256946   0.0866706   0.18119317  0.5092369   0.5256998
  0.4396555   0.39745757  0.40574142  0.4275671   0.3550269   0.28195944
  0.24319838  0.21285328  0.19437727  0.19147325  0.21204667  0.25664338
  0.29048222  0.33500773  0.0419392   0.0374824   0.03418901  0.06092545
  0.08435658  0.06504726  0.0591465   0.07005647  0.07155491  0.06019087
  0.04717791  0.0478793   0.06796676  0.08322354  0.07203801  0.05356355]","[4.91407585e+00 6.03958397e+01 8.18545232e-10 2.89496947e-02
 1.30284261e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.69887376e+00 1.32427618e-01 1.13010794e-01 0.00000000e+00
 7.56555945e-02 5.99725395e-02 5.48696406e-02 2.62551978e-02
 8.69123545e-03 3.54381301e-03 3.64687108e-03 4.90856683e-03
 8.50457419e-03 7.18065444e-03 5.78389689e-03 5.40619204e-03
 3.88487568e-03 1.22245317e-02 4.38204482e-02 8.10884908e-02
 4.96603251e-02 4.24546488e-02 3.92051078e-02 5.29216193e-02
 5.73643483e-02 7.55388439e-02 9.14166123e-02 1.01026684e-01
 1.00229017e-01 1.00415289e-01 9.43643749e-02 9.26719978e-02
 9.80490446e-02 1.00729592e-01 9.41997766e-02 7.29344413e-02
 1.08108344e-02 9.58988629e-03 7.44320964e-03 1.41461408e-02
 2.33782362e-02 1.91775542e-02 2.21698768e-02 2.81796642e-02
 3.32093388e-02 3.00465971e-02 2.52241958e-02 2.56939363e-02
 3.46338190e-02 4.22901399e-02 2.79425289e-02 1.81188434e-02]",[0.42075613 0.4064865 ],[0.24113017 0.30345824],9.5722885,73.0,0.009572289,0.005172234,0.073,0.067670986,False,True,1000
"[ 0.3991777   0.36218455  9.809972    0.55106527 -0.27942446  0.
  0.          0.          1.0985669  -0.08084828  0.04113121  0.
  0.1630257   0.11353978  0.05903435  0.05027811  0.05769001  0.0686112
  0.05910661  0.05020519  0.0517263   0.05808572  0.05673021  0.03932011
  0.03458437  0.05826494  0.12212919  0.16572161  0.44235533  0.5752139
  0.4848123   0.48887375  0.39592558  0.30765274  0.29430798  0.28915107
  0.25124496  0.24036464  0.23990232  0.2493521   0.26519582  0.3125576
  0.32586688  0.2940294   0.08946674  0.0947567   0.06314757  0.04648913
  0.03920512  0.03099021  0.03852282  0.0489501   0.05976979  0.06143695
  0.05345385  0.05038622  0.05128183  0.06417333  0.06498339  0.06264842]","[5.83685589e+00 6.42289429e+01 8.18545232e-10 2.84534134e-02
 1.37546957e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.96124935e+00 1.26175106e-01 1.15596592e-01 0.00000000e+00
 6.26782775e-02 3.98705453e-02 2.07742285e-02 1.80063583e-02
 2.01576296e-02 2.72660237e-02 2.40634605e-02 2.29725409e-02
 2.59693656e-02 2.98240799e-02 3.10700182e-02 2.26221830e-02
 1.92880649e-02 3.07355952e-02 5.92732094e-02 7.09410608e-02
 8.08467045e-02 5.59229925e-02 9.33689699e-02 1.13290451e-01
 8.74893591e-02 9.07318369e-02 8.33914801e-02 1.01636030e-01
 1.02057666e-01 1.02594033e-01 1.00944988e-01 1.00870848e-01
 9.65476111e-02 9.99771953e-02 9.37649757e-02 7.54848719e-02
 4.01963666e-02 3.95807661e-02 2.02755909e-02 1.68415438e-02
 1.41562447e-02 1.31614534e-02 1.39600318e-02 1.89726502e-02
 2.35089213e-02 2.72974949e-02 2.35733520e-02 2.48841904e-02
 2.23275684e-02 2.41612457e-02 2.37749703e-02 1.83404237e-02]",[0.36473602 0.37945506],[0.2787791  0.33356535],4.972685,67.0,0.0049726847,0.0031526373,0.067,0.06251099,False,True,1000
"[ 0.45483273  0.33846453  9.809972    0.55800474 -0.31097177  0.
  0.          0.          1.1717471  -0.06812453  0.04602309  0.
  0.10085751  0.05589801  0.04581572  0.04743329  0.05303154  0.05680006
  0.05451897  0.05844862  0.0622104   0.05627917  0.04752908  0.05177871
  0.06034686  0.05948443  0.09488051  0.13306834  0.26692024  0.27550524
  0.2393311   0.25894108  0.30776897  0.2890781   0.22460939  0.18383786
  0.16669291  0.17809707  0.18376063  0.16454603  0.16435257  0.17600442
  0.19471814  0.23291789  0.01858774  0.01395794  0.01521112  0.01919838
  0.02223538  0.02379275  0.02845705  0.03355584  0.03988993  0.04552219
  0.05368969  0.05879266  0.05335597  0.05781173  0.05330769  0.03210308]","[5.63768196e+00 6.32860680e+01 8.18545232e-10 3.70733403e-02
 1.62661020e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.70082426e+00 1.20946571e-01 1.22294277e-01 0.00000000e+00
 2.88657434e-02 1.51047064e-02 1.21893585e-02 1.32285804e-02
 1.57164428e-02 1.98283531e-02 2.12384649e-02 2.65938751e-02
 3.11773717e-02 2.88863890e-02 2.54898313e-02 2.61187572e-02
 2.91199870e-02 2.60110479e-02 3.49393860e-02 5.18804938e-02
 8.30641836e-02 9.63909626e-02 7.88960233e-02 7.93754011e-02
 9.27922204e-02 9.61437151e-02 8.24738368e-02 7.04132915e-02
 6.57873303e-02 6.29742071e-02 6.79480955e-02 6.04465157e-02
 6.05798215e-02 7.02821836e-02 8.04580227e-02 1.00240879e-01
 3.02449288e-03 2.01121578e-03 1.98013987e-03 3.09996400e-03
 3.69509915e-03 4.92536277e-03 6.28971169e-03 9.25442670e-03
 1.14712892e-02 1.71652958e-02 2.06499323e-02 2.42294054e-02
 1.67547856e-02 1.69840846e-02 1.33196339e-02 6.59493404e-03]",[0.3466789  0.40717936],[0.2777448  0.30386135],1.2115996,91.0,0.0012115996,0.0011392583,0.091,0.08271901,False,True,1000
"[ 0.4731504   0.9688201   9.809972    0.5837499  -0.33609352  0.
  0.          0.          1.2084489   0.02297452  0.03282924  0.
  0.08087806  0.04527009  0.03534864  0.03838399  0.04829534  0.05407894
  0.0538836   0.05310301  0.05466555  0.0535053   0.04469996  0.04313979
  0.05162696  0.06132739  0.07624043  0.09683014  0.33439255  0.4155877
  0.4324792   0.40293232  0.25993687  0.22242047  0.243246    0.23282138
  0.18130723  0.16453566  0.16311596  0.15997946  0.16486354  0.20223124
  0.23633663  0.28929958  0.05836399  0.04642601  0.0351879   0.04031031
  0.04640323  0.04065752  0.05620481  0.06552684  0.04437567  0.03215976
  0.03463577  0.03670361  0.03948222  0.04284417  0.04187711  0.05190244]","[5.47699785e+00 6.41686325e+01 8.18545232e-10 3.66656855e-02
 1.55059835e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.80233979e+00 1.23806074e-01 1.24588422e-01 0.00000000e+00
 2.05057357e-02 1.02475751e-02 9.41211171e-03 1.00476472e-02
 1.42348818e-02 1.85919944e-02 2.08407287e-02 2.28737164e-02
 2.53108367e-02 2.75637079e-02 2.47681793e-02 2.45231893e-02
 2.86790747e-02 3.10474113e-02 2.98063699e-02 2.98294164e-02
 9.84723419e-02 8.28955844e-02 8.37330893e-02 9.32863429e-02
 8.89711902e-02 7.09041059e-02 9.72218141e-02 1.00890674e-01
 7.56169185e-02 7.63847753e-02 7.51719326e-02 7.52739683e-02
 6.97077513e-02 8.67054611e-02 9.81348827e-02 1.06395602e-01
 2.74368115e-02 1.93074811e-02 1.19622266e-02 1.45402970e-02
 1.62984338e-02 1.20549854e-02 1.86250433e-02 2.93221027e-02
 2.21916921e-02 1.47286290e-02 1.59982126e-02 1.62821822e-02
 1.49541153e-02 1.67063363e-02 1.53778307e-02 2.84177084e-02]",[0.37954375 0.40983054],[0.25545797 0.31824467],0.59197366,97.0,0.00059197366,0.000119538236,0.097,0.087591,False,True,1000
"[ 4.9972901e-01  5.5872434e-01  9.8099718e+00  5.9337538e-01
 -3.3185643e-01  0.0000000e+00  0.0000000e+00  0.0000000e+00
  1.2071158e+00  4.4410329e-02 -5.0986023e-03  0.0000000e+00
  6.0050558e-02  3.6377989e-02  4.0128432e-02  5.0001957e-02
  5.6080773e-02  5.1397312e-02  4.4493865e-02  4.8369721e-02
  6.2441245e-02  6.8258569e-02  5.6405332e-02  5.0431702e-02
  7.5855330e-02  9.0292327e-02  7.9111375e-02  7.9437345e-02
  3.0061725e-01  3.1149843e-01  3.5263312e-01  3.5510314e-01
  3.1381547e-01  2.8195041e-01  2.7044937e-01  2.3562612e-01
  2.2294089e-01  2.0860790e-01  1.9780669e-01  2.0275988e-01
  1.9200955e-01  1.8551354e-01  1.7882234e-01  2.2382285e-01
  1.0061296e-01  6.2175117e-02  6.9173045e-02  8.5965894e-02
  7.8363776e-02  6.4590864e-02  6.7614608e-02  7.4115187e-02
  7.0788525e-02  6.1294556e-02  5.1279232e-02  4.7153555e-02
  7.3404357e-02  1.0378555e-01  1.2695806e-01  1.3911377e-01]","[5.28607464e+00 6.26294975e+01 8.18545232e-10 3.42432223e-02
 1.89153366e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.78962827e+00 1.24054238e-01 1.23947531e-01 0.00000000e+00
 2.05455422e-02 1.20683433e-02 1.45011563e-02 1.91159677e-02
 2.38713622e-02 2.24666707e-02 1.81068927e-02 2.10518707e-02
 2.69462690e-02 3.46839540e-02 2.80711371e-02 2.56382357e-02
 3.82849574e-02 4.15815860e-02 3.31785008e-02 2.87205745e-02
 9.92016494e-02 7.51334950e-02 1.01229064e-01 9.16289836e-02
 9.74682271e-02 9.10614431e-02 9.55520198e-02 8.52169767e-02
 8.03604946e-02 8.48202184e-02 8.10834318e-02 8.54598358e-02
 7.72663206e-02 7.28132278e-02 6.10818639e-02 7.90692568e-02
 4.08949517e-02 2.18258277e-02 2.82235947e-02 3.49806920e-02
 3.64618413e-02 2.97751427e-02 3.33168842e-02 4.21726108e-02
 4.04625796e-02 3.78817208e-02 3.30517329e-02 2.90221889e-02
 4.77781929e-02 6.15571737e-02 6.65546581e-02 6.31292090e-02]",[0.3860504  0.41869995],[0.24550484 0.3113786 ],0.060681403,57.0,6.0681403e-05,0.00011330888,0.057,0.053751,False,True,1000
"[ 0.4917317   0.14458744  9.809972    0.60146326 -0.31997058  0.
  0.          0.          1.1411884  -0.01284504  0.06248756  0.
  0.1079779   0.11491808  0.07973072  0.05399498  0.04314784  0.04809768
  0.04983674  0.05812109  0.06168985  0.05091324  0.05984056  0.0694729
  0.06682497  0.06947638  0.06732376  0.07137796  0.2841081   0.3588512
  0.43659818  0.38106632  0.26452413  0.26291364  0.23260936  0.21498804
  0.23497781  0.2660213   0.25797284  0.24843061  0.26883292  0.30622235
  0.3172845   0.29546505  0.06617282  0.07242014  0.08848596  0.07747071
  0.06234804  0.07180869  0.07858273  0.07361455  0.07800272  0.08011343
  0.06401958  0.05562356  0.06583006  0.09494821  0.12363659  0.10107924]","[5.1929498e+00 6.1786846e+01 8.1854523e-10 4.3956898e-02 2.1811210e-02
 0.0000000e+00 0.0000000e+00 0.0000000e+00 2.8867843e+00 1.3511847e-01
 1.1081178e-01 0.0000000e+00 3.8922124e-02 4.2179119e-02 2.4880953e-02
 1.5701100e-02 1.4817645e-02 1.8645043e-02 2.0363448e-02 2.5576157e-02
 2.9776936e-02 2.5611991e-02 3.0342527e-02 3.7580613e-02 3.2709651e-02
 3.5150725e-02 2.8229782e-02 2.6384396e-02 6.0140897e-02 8.2971916e-02
 7.4122034e-02 1.0199058e-01 5.6732170e-02 7.8861460e-02 6.9966689e-02
 7.3902935e-02 8.1386127e-02 8.5264631e-02 8.6312406e-02 8.8838115e-02
 8.4760576e-02 8.6016782e-02 8.1422612e-02 7.6423027e-02 1.9735565e-02
 2.4462165e-02 3.1154618e-02 2.6963077e-02 2.4356183e-02 3.1186556e-02
 3.9061043e-02 3.6693171e-02 4.4473812e-02 4.7693830e-02 3.8229443e-02
 3.5461172e-02 3.8797569e-02 5.2179862e-02 6.0514774e-02 4.0466994e-02]",[0.3834581 0.3998953],[0.25450352 0.32072085],1.9299153,51.0,0.0019299153,0.0011085155,0.051,0.048398998,False,True,1000
"[ 0.56287247  0.8620164   9.809972    0.61073405 -0.38367558  0.
  0.          0.          1.3352809  -0.02354879  0.01378329  0.
  0.19016582  0.26977548  0.22323434  0.10125796  0.04804056  0.04989436
  0.04837192  0.03453793  0.0227619   0.01527548  0.01323162  0.0150854
  0.01475267  0.02380429  0.04742949  0.09835745  0.39139518  0.3643309
  0.30631298  0.37697062  0.41380164  0.4034174   0.34998256  0.31505492
  0.28973287  0.2737766   0.261791    0.26840296  0.29557675  0.3133459
  0.33556366  0.3581744   0.0678921   0.04951368  0.06735238  0.09433806
  0.08043357  0.06053653  0.0590387   0.05791854  0.05256065  0.04990967
  0.0417687   0.03316147  0.05041596  0.07692349  0.09323604  0.09039678]","[4.97043419e+00 6.08549271e+01 8.18545232e-10 4.66025323e-02
 1.78362709e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.49731731e+00 1.17329620e-01 1.31925926e-01 0.00000000e+00
 7.52979368e-02 9.01106596e-02 9.08259749e-02 3.38782221e-02
 1.45784225e-02 1.86318308e-02 2.25054510e-02 1.86242759e-02
 1.51382182e-02 1.05599510e-02 9.22962930e-03 1.05168568e-02
 9.74270608e-03 1.19807431e-02 1.94559451e-02 4.22870889e-02
 7.00655505e-02 7.05119818e-02 5.37811704e-02 6.79082200e-02
 7.24367946e-02 8.04975256e-02 8.75253305e-02 9.73380134e-02
 1.01995632e-01 1.04116425e-01 1.00774728e-01 1.04432613e-01
 1.07322276e-01 1.01395495e-01 9.60684270e-02 8.77523944e-02
 2.08550636e-02 1.33935241e-02 1.50047438e-02 2.44932622e-02
 2.26032734e-02 2.21221503e-02 2.65475921e-02 2.81070787e-02
 2.69561876e-02 2.75758319e-02 2.36594677e-02 1.86287388e-02
 2.71176659e-02 3.71914171e-02 3.88901345e-02 3.45897637e-02]",[0.41445407 0.45554066],[0.25414217 0.2844333 ],6.6928325,73.0,0.0066928323,0.003120118,0.073,0.06767099,False,True,1000
"[ 6.71246707e-01  2.62707949e-01  9.80997181e+00  5.78277469e-01
 -4.13169384e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00
  1.45968401e+00 -5.08807076e-04 -5.39265238e-02  0.00000000e+00
  2.10591480e-01  4.43921030e-01  4.73399669e-01  2.41669878e-01
  4.42233793e-02  1.85785498e-02  1.82529781e-02  2.01849435e-02
  1.12683913e-02  1.40444341e-03  6.45152293e-04  6.76086929e-04
  3.09346578e-05  5.70068881e-03  3.05778272e-02  5.68538047e-02
  4.18198407e-01  3.69666725e-01  3.79752010e-01  4.10908610e-01
  4.51709718e-01  4.49695110e-01  4.24469739e-01  3.77217293e-01
  3.57716411e-01  3.47662240e-01  3.41768980e-01  3.52423936e-01
  3.75926763e-01  4.25040036e-01  4.57487404e-01  4.38229650e-01
  1.21861324e-01  1.56590864e-01  1.51138783e-01  1.26278445e-01
  1.24499604e-01  9.15543288e-02  6.97659478e-02  7.07328022e-02
  6.60504848e-02  6.44123852e-02  5.18784709e-02  3.94928120e-02
  4.99676690e-02  6.95382878e-02  9.27931368e-02  1.09355591e-01]","[4.72122288e+00 5.59581070e+01 8.18545232e-10 5.45931943e-02
 2.21464485e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 2.41550040e+00 1.17206313e-01 1.29885450e-01 0.00000000e+00
 7.65754059e-02 1.22416928e-01 1.06876105e-01 9.98899713e-02
 1.74157042e-02 1.03052016e-02 1.05045112e-02 1.09455520e-02
 5.67566324e-03 2.93433870e-04 4.15806222e-04 4.56626352e-04
 9.55970336e-07 2.72798236e-03 1.76163446e-02 3.62456366e-02
 3.40097658e-02 3.04767247e-02 2.86108889e-02 3.05107255e-02
 4.38724905e-02 5.95764853e-02 7.71582425e-02 9.48996767e-02
 1.01149291e-01 1.03054479e-01 1.06309704e-01 1.03793688e-01
 9.58888903e-02 8.26533362e-02 6.91724122e-02 5.73790707e-02
 5.57594746e-02 6.49532825e-02 6.04758672e-02 5.07184863e-02
 6.01026043e-02 4.95759659e-02 3.90088484e-02 4.19837050e-02
 4.22191843e-02 4.17404249e-02 3.51347849e-02 2.61861198e-02
 3.27101052e-02 4.42577675e-02 5.39844632e-02 5.37560508e-02]",[0.4250633  0.50811607],[0.2439593  0.26239794],5.8811417,76.0,0.005881142,0.0041229133,0.076,0.070224,False,True,1000
